"id","addtime","title","nickname","imgurl","duration","ratio","collectcount","commentcount","diggcount","sharecount","cjtime","detailurl"
"605","2025-03-08 19:50:21","新款外套，正在直播中","王孟杰服装商行","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/2342ee0b064e4c57bc26d9c37eb3a50e~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081950201408A89CDCB07BE28C19&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=%2BB5Ru9twPotiryAIHrasf6w4UmA%3D","8313","540p","43","55","1985","36","2021-04-07 21:07:41","https://www.douyin.com/video/6948401766711020830"
"606","2025-03-08 19:50:21","秋冬的洋气外套，我给你挑好啦~#正在直播中请点头像进入 #时髦精 #韩系穿搭","每日穿搭日记","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/fb3e6e9ac48f4c46e099d012631d405a~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081950201408A89CDCB07BE28C19&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=LjTpEEOccDmMB0oj1FeR64RL7ts%3D","30256","540p","9","2","64","7","2022-11-22 05:30:00","https://www.douyin.com/video/7168504850311859492"
"607","2025-03-08 19:50:21","喜欢这款外套的姐妹马上来直播间！正在直播中，女人就要穿出自己想要的样子#谁穿谁好看 #高级感穿搭 #保暖不臃肿 #一件过冬 #冬天就要保暖又好看","洛十七轻奢服饰（早7:50开播）","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/e875cfea259342d5ae44340cea26f871~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081950201408A89CDCB07BE28C19&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=4eOwKY854aaXwvfms8AEmOpUOKw%3D","27236","540p","53","17","216","39","2023-12-20 07:27:26","https://www.douyin.com/video/7314451132468694291"
"608","2025-03-08 19:50:23","徐大奇家羊绒正在直播","徐大奇家服饰","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/9f41ba15480822608ec70fb92076372b~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819502189FA46F15BE519E79D83&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=AOo5%2FxKpGYEJBnWDvACk3%2BS9zwU%3D","14272000","540p","26","48","570","0","2021-12-23 01:18:41","https://www.douyin.com/video/7044576222310976798"
"609","2025-03-08 19:50:23","#外套 主播直播间同款外套上方↑购物链接点开直接下单购买！","电商直播带货","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oUY9ewEHEwRZNBNvAsZ8hmgEDfAdFAA4EBFnYI~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819502189FA46F15BE519E79D83&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=7LURaRpkrxXwx6nw77ti39Z7sdc%3D","119167","720p","0","0","4","0","2025-02-28 17:50:45","https://www.douyin.com/video/7476405098218802482"
"610","2025-03-08 19:50:23","正在直播中~点头像进入直播间购买哦~#打底衫 #针织衫 #小香风外套","Mia米娅轻奢定制","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/346db429b592c8eedc8fb35b7db2b012~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819502189FA46F15BE519E79D83&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=dSpLkKyvYMIMOVjZkBaan81UH2s%3D","16700","540p","170","87","779","64","2023-12-03 13:00:41","https://www.douyin.com/video/7308228817523412287"
"611","2025-03-08 19:50:23","#爆款热卖中 #爱依服 #品质女装 #女装直播间 #穿出自信穿出美丽 经典条纹外套春意昂然","IEF爱依服女装专卖店5378","https://p3-pc-sign.douyinpic.com/tos-cn-i-0813c000-ce/oYuVEeM1bDAVxAAuA8FfE9nADAXwdE2yIJfJLE~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819502189FA46F15BE519E79D83&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=wd47WZYRX%2Be43wuyAfVwgpeLRok%3D","9682","540p","0","0","1","0","2025-03-08 12:19:41","https://www.douyin.com/video/7479288576107203899"
"612","2025-03-08 19:50:23","洋气休闲妈妈装短外套 #直播高光 超越相似主播评论数","常熟市莫城街道斌可翰服装商行","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oAPBBfWiBAnziESAwLiKZgEz5BNI4Rzg9peXUA~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819502189FA46F15BE519E79D83&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=TCeRZp8BZkS%2BE3jZ4I6qawby7tM%3D","61637","720p","0","0","1","0","2025-03-08 01:22:04","https://www.douyin.com/video/7479118797635341587"
"613","2025-03-08 19:50:24","春款外套，女神节福利上新来咯 #春款上新 #女神节","李宁服饰直播间","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oQpQgIDD7UTIPAeeWwelmvzLQ8HGBCLX8DtJi3~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195023B965596E263B4EE1B8EE&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=TRCMZXiZ7d84mLv1gj7atzXSNlE%3D","11500","540p","6","1","16","1","2025-03-08 07:03:24","https://www.douyin.com/video/7479207023024901433"
"614","2025-03-08 19:50:24","喜欢这款外套的姐妹马上来直播间！正在直播中，女人就要穿出自己想要的样子#谁穿谁好看 #高级感穿搭 #保暖不臃肿 #40岁女人穿搭 #优雅女人","洛十七轻奢服饰（早7:50开播）","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/ee7daa3cfe4e268a6df31b92cda44742~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195023B965596E263B4EE1B8EE&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=HUJxklF3gk00A81iVtKSeCYFCP0%3D","20200","540p","308","22","840","72","2024-02-20 07:54:18","https://www.douyin.com/video/7337465623087254823"
"615","2025-03-08 19:50:25","喜欢这款外套的姐妹马上来直播间！正在直播中，女人就要穿出自己想要的样子#谁穿谁好看 #高级感穿搭 #保暖不臃肿 #一件过冬 #毛毛外套","洛十七轻奢服饰（早7:50开播）","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/0bd0996147e5496fd6580ab7795a54d4~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195023B965596E263B4EE1B8EE&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=mJbHVp01%2FSvdniBqm7t37HYlw0c%3D","30835","540p","87","25","380","71","2023-12-03 06:52:10","https://www.douyin.com/video/7308133857172147519"
"616","2025-03-08 19:50:25","#直播高光 960反季清仓新款女装秋冬季2024年新款时尚洋气派克服#品质女装 #冬季女款外套推荐","我是欧莉姐","https://p3-pc-sign.douyinpic.com/tos-cn-i-0813c001/occgsoGDAt2Ao6DzebmCADSWwiICEAi9ABAvfB~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195023B965596E263B4EE1B8EE&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=Qp%2BTWa8xYGPS2XzXjA%2FLTX%2Fc3KE%3D","28838","540p","53","5","193","14","2025-01-07 20:16:08","https://www.douyin.com/video/7457146238786440483"
"617","2025-03-08 19:50:25","#爆款热卖中 #这个冬天不怕冷","乐乐品质女装工厂","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oY9ByFAyChzfq9RLaneXA4DPTtIAQZp5D5OYEg~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195023B965596E263B4EE1B8EE&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=SOfwQQLwpx5H9gqWP03oLljGOwQ%3D","34341","720p","8","0","15","7","2024-11-28 06:27:35","https://www.douyin.com/video/7442089273098128676"
"618","2025-03-08 19:50:28","高端软壳外套 正在直播，数量不多，#品质男装 #谁穿谁好看 #穿出高级感 #保暖又好看 #男装","卓越衣橱男装","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/8ce0887284b87382d0542d827005e984~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195026D9B427409180CBE65E6C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=vFSBCJ0Z0Tvgo5mDyTRhJap4BZs%3D","64700","540p","4","3","12","0","2025-02-05 09:38:54","https://www.douyin.com/video/7467743448498539833"
"619","2025-03-08 19:50:28","休闲轻便外套 #致知直播间开播中","致知女装旗舰店","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/0604c7b686aa479e8e996369bd6b069e~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195026D9B427409180CBE65E6C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=P7fR75IurgyTjg1od%2BkLl46Ekoc%3D","24056","540p","0","0","4","1","2025-03-07 16:05:00","https://www.douyin.com/video/7478620036706340096"
"620","2025-03-08 19:50:28","加绒卫衣  男女同款  连帽  开衫上百个款式直播间等你#高级感连帽开衫卫衣外套 #加绒卫衣女款连帽","**金淼衣坊**服装工作室","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/ogIvQn4ApCE5rw9RmCQAuFEEFgDhXyCfIfKJxe~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195026D9B427409180CBE65E6C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=ySyOQqVfru12r%2BFxXWjxutY2n0g%3D","73004","720p","0","2","3","0","2025-03-05 20:20:32","https://www.douyin.com/video/7478299253824032057"
"621","2025-03-08 19:50:28","火爆热销，让你一次看个够！速来直播间围观！","蜜榭女装旗舰店","https://p3-pc-sign.douyinpic.com/obj/ecom-shop-material/png_m_8c6166ddca967f0130093d6af03638f6_sx_3860891_www1079-1919?biz_tag=pcweb_cover&card_type=303&column_n=0&from=327834062&l=20250308195026D9B427409180CBE65E6C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&se=false&x-expires=1742641200&x-signature=6MXD6wouLCqcOE5e8jqM2w0X9Oc%3D","0","default","0","0","0","0","2025-03-07 13:31:25","https://www.douyin.com/video/7478935260605058315"
"622","2025-03-08 19:50:28","阿玛尼Armani Armani阿玛尼女款主线羊毛小香风外套\
#armani #阿玛尼 #阿玛尼armani #armani阿玛尼 #阿玛尼直播","丹尼在意大利服饰","https://p3-pc-sign.douyinpic.com/tos-cn-i-0813/o8iSEAQGfQeuO4YLIAAfhAI5HEgNeG2AfsQlG7~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195026D9B427409180CBE65E6C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=D%2B5tpEmcgWj8KnB5tsls9onLGIY%3D","16648","720p","0","0","4","1","2025-03-04 21:04:39","https://www.douyin.com/video/7477939508726615315"
"623","2025-03-08 19:50:31","木森直播推荐西域骆驼棉服#木森大舞台 #木森直播回放 #西域骆驼 #木森大舞台有才你就来 #户外直播现场","木森（好物甄选）","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oQxBTIqJK2zA56PgFsigCi5AeEQBqw7e5Ef7oK~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819503081D35FE72EE365DF7C37&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=2Zr9UDQ0%2BJ0F5KAigUCZ3oBN2Ic%3D","2034974","720p","0","0","1","0","2025-03-07 13:15:49","https://www.douyin.com/video/7478931941526375737"
"624","2025-03-08 19:50:31","早春穿搭新款小香风外套热卖中点进我直播间看看吧 #品质女装 #穿出自信穿出美丽 #只做高品质 #","艾诺唯尔服饰企业店","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/ogXKlXRBQgeQgKke1T8xYFbA74kZPM8GJCeTCd~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819503081D35FE72EE365DF7C37&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=qF963q1bzAMZAwzctnUTUdB2Q3Y%3D","26843","480p","3","0","13","4","2025-03-07 08:30:00","https://www.douyin.com/video/7478700616424885562"
"625","2025-03-08 19:50:31","喜欢这款外套的姐妹马上来直播间！正在直播中，女人就要穿出自己想要的样子#谁穿谁好看 #高级感穿搭 #保暖不臃肿 #一件过冬 #毛毛外套","洛十七轻奢服饰（早7:50开播）","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/0bd0996147e5496fd6580ab7795a54d4~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819503081D35FE72EE365DF7C37&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=mJbHVp01%2FSvdniBqm7t37HYlw0c%3D","30835","540p","87","25","380","71","2023-12-03 06:52:10","https://www.douyin.com/video/7308133857172147519"
"626","2025-03-08 19:50:31","#爆款热卖中 #这个冬天不怕冷","乐乐品质女装工厂","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oY9ByFAyChzfq9RLaneXA4DPTtIAQZp5D5OYEg~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819503081D35FE72EE365DF7C37&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=SOfwQQLwpx5H9gqWP03oLljGOwQ%3D","34341","720p","8","0","15","7","2024-11-28 06:27:35","https://www.douyin.com/video/7442089273098128676"
"627","2025-03-08 19:50:31","加绒卫衣  男女同款  连帽  开衫上百个款式直播间等你#高级感连帽开衫卫衣外套 #加绒卫衣女款连帽","**金淼衣坊**服装工作室","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/ogIvQn4ApCE5rw9RmCQAuFEEFgDhXyCfIfKJxe~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819503081D35FE72EE365DF7C37&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=ySyOQqVfru12r%2BFxXWjxutY2n0g%3D","73004","720p","0","2","3","0","2025-03-05 20:20:32","https://www.douyin.com/video/7478299253824032057"
"628","2025-03-08 19:50:32","女神节快乐，上新福利外套快来 #开春搭配 #女生必看","李宁服饰直播间","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/o8omlDeDnCeqVSCFE463IAISAELWfyxwI9QiWr~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081950311408A89CDCB07BE293EE&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=C4Vwz6aEOQ9vKDoeyVFOxVohAb0%3D","13467","540p","1","0","4","1","2025-03-08 06:58:53","https://www.douyin.com/video/7479205869335432505"
"629","2025-03-08 19:50:32","怕冷也要穿西服？直播间教你如何兼顾风度与温度！#高档通勤西服 #男装穿搭 #高端品质","皮尔卡丹服饰奥莱旗舰店","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/39e57cb9a1f74bc7be70128b754bef2c~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081950311408A89CDCB07BE293EE&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=hbbBzH1ctJYHPr38WkDSYpX2rQM%3D","23801","540p","2","4","9","1","2025-02-02 15:05:00","https://www.douyin.com/video/7466356096211471616"
"630","2025-03-08 19:50:32","木森直播推荐西域骆驼棉服#木森大舞台 #木森直播回放 #西域骆驼 #木森大舞台有才你就来 #户外直播现场","木森（好物甄选）","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oQxBTIqJK2zA56PgFsigCi5AeEQBqw7e5Ef7oK~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081950311408A89CDCB07BE293EE&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=2Zr9UDQ0%2BJ0F5KAigUCZ3oBN2Ic%3D","2034974","720p","0","0","1","0","2025-03-07 13:15:49","https://www.douyin.com/video/7478931941526375737"
"631","2025-03-08 19:50:32","今年流行独特设计机车夹克女2025春季新款超好看百搭宽松皮衣外套#爆款热卖中 #女款皮衣推荐 #谁穿谁好看 #好物推荐:fire: #洋气时髦女皮衣","大漂亮百搭美衣","https://p9-pc-sign.douyinpic.com/tos-cn-p-0015/ocWAeCQMpQMe7RAKzV0qWqsB8fEB2PQBZvIvRb~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081950311408A89CDCB07BE293EE&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=7GWpp6Nln5ElFCFsXxZA2mSenTM%3D","72239","540p","22","4","48","19","2025-02-12 17:15:07","https://www.douyin.com/video/7470458606287146291"
"632","2025-03-08 19:50:32","【洛哥直播推荐】三醋酸亚麻光泽 感经典百搭短外套#夹克外套 #开春搭配 #洛哥 #春款上新 #每日穿搭","洛哥（高级穿搭）","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oUejlCWf5PFDIAIzzNvLeBUGCi3GlQ7LnhGACB~noop.jpeg?biz_tag=pcweb_cover&card_type=303&column_n=0&from=327834062&l=202503081950311408A89CDCB07BE293EE&lk3s=138a59ce&s=PackSourceEnum_SEARCH&se=false&x-expires=1742641200&x-signature=MtxD4cLyXNA1wjO1h0TbufuzXD8%3D","0","default","0","0","0","0","2025-03-08 12:54:07","https://www.douyin.com/video/7479297412570352905"
"633","2025-03-08 19:50:33","喜欢这款外套的姐妹马上来直播间！正在直播中，女人就要穿出自己想要的样子#谁穿谁好看 #高级感穿搭 #保暖不臃肿 #一件过冬 #40岁女人穿搭","洛十七轻奢服饰（早7:50开播）","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/o8IhAtsD9NdbHP0wJgEhWQNlIAYlgCnQROeAeB~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081950311408A89CDCB07BE293EE&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=BJon3iQydZ%2FWjrjVIFZR50TgYWM%3D","32767","540p","11","4","66","8","2024-01-04 10:11:50","https://www.douyin.com/video/7320060072187415849"
"634","2025-03-08 19:50:36","宝贝们心心念念的西装来啦~正在直播讲解中，速来集合！ #来咯来咯真的来咯 #别划走 #西装杀","LESS官方旗舰店","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/204a35fe0f6e4acdac788c9857c0ebc2~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081950341A28E1A7C23851DE193C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=0DzPV8bVREFIbgkhzrtYxvjfVVo%3D","15900","720p","0","1","1","3","2025-03-06 14:23:04","https://www.douyin.com/video/7478578165405748531"
"635","2025-03-08 19:50:36","精选好物，大家都在抢！快来直播间看看！","石狮市悦芯澄服装商行","https://p3-pc-sign.douyinpic.com/obj/ecom-shop-material/png_m_953cb17431f5942f82db360c8a293be3_sx_1561943_www1079-1439?biz_tag=pcweb_cover&card_type=303&column_n=0&from=327834062&l=202503081950341A28E1A7C23851DE193C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&se=false&x-expires=1742641200&x-signature=iuCdPSOy2yH2XAUXV5RS6fHImrY%3D","0","default","0","0","0","0","2025-03-07 19:34:43","https://www.douyin.com/video/7479029114217811210"
"636","2025-03-08 19:50:36","精选好物，大家都在抢！快来直播间看看！","杭州四季青女装越火服饰","https://p3-pc-sign.douyinpic.com/obj/ecom-shop-material/png_m_ff5482544ce16e4c008f61d51a7e80a4_sx_2936934_www1079-1919?biz_tag=pcweb_cover&card_type=303&column_n=0&from=327834062&l=202503081950341A28E1A7C23851DE193C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&se=false&x-expires=1742641200&x-signature=4sI17Bvf4rDWvhlAEY4MbpzQL54%3D","0","default","0","0","0","0","2025-03-07 10:22:52","https://www.douyin.com/video/7478886674458529076"
"637","2025-03-08 19:50:36","女神节快乐，上新福利外套快来 #开春搭配 #女生必看","李宁服饰直播间","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/o8omlDeDnCeqVSCFE463IAISAELWfyxwI9QiWr~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081950341A28E1A7C23851DE193C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=C4Vwz6aEOQ9vKDoeyVFOxVohAb0%3D","13467","540p","1","0","4","1","2025-03-08 06:58:53","https://www.douyin.com/video/7479205869335432505"
"638","2025-03-08 19:50:36","正在直播 #早春潮搭大赏 #小香风外套 #高品质 #优雅永不过时 #春款上新","伲嘉女装（老余）","https://p3-pc-sign.douyinpic.com/tos-cn-p-a20d51/oA73pBxPcOIQUB3PeWGLIbRlICpelemKFAGsXF~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081950341A28E1A7C23851DE193C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=THM1V8Qb628Ab6wXAq5iQNykMMA%3D","45839","720p","0","0","5","0","2025-03-07 16:53:28","https://www.douyin.com/video/7478987679955275047"
"639","2025-03-08 19:50:36","喜欢这款外套的姐妹马上来直播间！正在直播中，女人就要穿出自己想要的样子#谁穿谁好看 #高级感穿搭 #保暖不臃肿 #高货女装 #优雅女人","洛十七轻奢服饰（早7:50开播）","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/785b49409d9e61e904c3e1a2d620c95d~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081950341A28E1A7C23851DE193C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=tbYDgrongeVKxZciiphR7d9sG8s%3D","26094","540p","369","14","944","116","2024-02-28 07:48:26","https://www.douyin.com/video/7340432762702269715"
"640","2025-03-08 19:50:37","温柔米色小香风外套，天冷当外套再适合不过了！#早秋新款 #高端女装 #气质穿搭 #正在直播中","丝柏舍女装旗舰店","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/655ea756d46ee938cedc3fd52215e496~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195036FE47C0F14969ABE5CAC0&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=dTcZmX6XPZHN1SDu%2BWQsJq6qCs8%3D","12036","540p","444","298","1589","213","2022-09-15 19:30:00","https://www.douyin.com/video/7143144752886680839"
"641","2025-03-08 19:50:37","精选好物，大家都在抢！快来直播间看看！","石狮市悦芯澄服装商行","https://p3-pc-sign.douyinpic.com/obj/ecom-shop-material/png_m_953cb17431f5942f82db360c8a293be3_sx_1561943_www1079-1439?biz_tag=pcweb_cover&card_type=303&column_n=0&from=327834062&l=20250308195036FE47C0F14969ABE5CAC0&lk3s=138a59ce&s=PackSourceEnum_SEARCH&se=false&x-expires=1742641200&x-signature=iuCdPSOy2yH2XAUXV5RS6fHImrY%3D","0","default","0","0","0","0","2025-03-07 19:34:43","https://www.douyin.com/video/7479029114217811210"
"642","2025-03-08 19:50:37","洋气休闲妈妈装短外套 #直播高光 超越相似主播评论数","常熟市莫城街道斌可翰服装商行","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oAPBBfWiBAnziESAwLiKZgEz5BNI4Rzg9peXUA~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195036FE47C0F14969ABE5CAC0&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=TCeRZp8BZkS%2BE3jZ4I6qawby7tM%3D","61637","720p","0","0","1","0","2025-03-08 01:22:04","https://www.douyin.com/video/7479118797635341587"
"643","2025-03-08 19:50:37","容雨直播推荐，入秋必备绵羊毛开衫，显瘦又洋气#秋冬新款 #开衫 #容雨 #容雨直播 #容雨直播推荐","容雨女装(春夏新款)","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/cee2196ed68eacb1d6c11cbc550ea837~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195036FE47C0F14969ABE5CAC0&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=c0Jl%2FnUe8pusvgLKPn97NYYx3rQ%3D","68453","540p","4","0","11","2","2024-11-07 14:31:39","https://www.douyin.com/video/7434421227218865419"
